age,gender,education_level,job_title,years_of_experience,salary,job_title_norm
43.0,Male,Bachelor's,Full Stack Engineer,18.0,152560.0,full stack engineer
33.0,Female,Master's,Front end Developer,9.0,121432.0,front end developer
26.0,Male,Bachelor's,Back end Developer,2.0,63789.0,back end developer
50.0,Female,Master's,Senior Software Engineer,23.0,183690.0,senior software engineer
41.0,Male,PhD,Software Engineer Manager,16.0,151310.0,software engineer manager
29.0,Female,Bachelor's,Full Stack Engineer,6.0,100358.0,full stack engineer
38.0,Male,Master's,Senior Software Engineer,15.0,148437.0,senior software engineer
48.0,Female,Bachelor's,Senior Project Engineer,22.0,168691.0,senior project engineer
28.0,Male,Bachelor's,Software Developer,1.0,50000.0,software developer
32.0,Female,Master's,Product Manager,5.0,100000.0,product manager
26.0,Male,Bachelor's,Software Engineer,2.0,60000.0,software engineer
33.0,Female,Master's,Data Analyst,6.0,90000.0,data analyst
29.0,Male,Bachelor's,Front End Developer,3.0,70000.0,front end developer
42.0,Male,PhD,Director of Data Science,12.0,170000.0,director of data science
36.0,Female,Master's,Data Scientist,8.0,130000.0,data scientist
27.0,Male,Bachelor's,Software Developer,1.0,50000.0,software developer
34.0,Female,Master's,Product Manager,7.0,120000.0,product manager
29.0,Male,Bachelor's,Software Engineer,4.0,80000.0,software engineer
41.0,Female,PhD,Senior Data Scientist,16.0,200000.0,senior data scientist
34.0,Male,Master's,Data Analyst,8.0,100000.0,data analyst
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,software developer
36.0,Male,PhD,Director of Data Science,12.0,170000.0,director of data science
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,software engineer
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,front end developer
42.0,Male,Master's,Product Manager,14.0,180000.0,product manager
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,software developer
35.0,Female,Master's,Data Analyst,9.0,120000.0,data analyst
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,software engineer
48.0,Male,PhD,Director of Data Science,18.0,210000.0,director of data science
34.0,Male,Master's,Data Scientist,9.0,140000.0,data scientist
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,software engineer
32.0,Male,Master's,Product Manager,7.0,110000.0,product manager
25.0,Female,Master's,Software Engineer,2.0,60000.0,software engineer
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,software engineer
41.0,Female,PhD,Director of Data Science,16.0,200000.0,director of data science
34.0,Male,Master's,Data Analyst,8.0,100000.0,data analyst
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,software developer
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,senior data scientist
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,software engineer
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,front end developer
42.0,Male,Master's,Product Manager,14.0,180000.0,product manager
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,software developer
35.0,Female,Master's,Data Analyst,9.0,120000.0,data analyst
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,software engineer
48.0,Male,PhD,Director of Data Science,18.0,210000.0,director of data science
34.0,Male,Master's,Data Scientist,9.0,140000.0,data scientist
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,software engineer
32.0,Male,Master's,Product Manager,7.0,110000.0,product manager
25.0,Female,Master's,Software Engineer,2.0,60000.0,software engineer
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,software engineer
41.0,Female,PhD,Director of Data Science,16.0,200000.0,director of data science
34.0,Male,Master's,Data Analyst,8.0,100000.0,data analyst
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,software developer
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,senior data scientist
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,software engineer
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,front end developer
42.0,Male,Master's,Product Manager,14.0,180000.0,product manager
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,software developer
35.0,Female,Master's,Data Analyst,9.0,120000.0,data analyst
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,software engineer
48.0,Male,PhD,Director of Data Science,18.0,210000.0,director of data science
34.0,Male,Master's,Data Scientist,9.0,140000.0,data scientist
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,software engineer
32.0,Male,Master's,Product Manager,7.0,110000.0,product manager
25.0,Female,Master's,Software Engineer,2.0,60000.0,software engineer
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,software engineer
41.0,Female,PhD,Director of Data Science,16.0,200000.0,director of data science
34.0,Male,Master's,Data Analyst,8.0,100000.0,data analyst
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,software developer
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,senior data scientist
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,software engineer
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,front end developer
42.0,Male,Master's,Product Manager,14.0,180000.0,product manager
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,software developer
35.0,Female,Master's,Data Analyst,9.0,120000.0,data analyst
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,software engineer
48.0,Male,PhD,Director of Data Science,18.0,210000.0,director of data science
34.0,Male,Master's,Data Scientist,9.0,140000.0,data scientist
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,software engineer
32.0,Male,Master's,Product Manager,7.0,110000.0,product manager
25.0,Female,Master's,Software Engineer,2.0,60000.0,software engineer
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,software engineer
41.0,Female,PhD,Director of Data Science,16.0,200000.0,director of data science
34.0,Male,Master's,Data Analyst,8.0,100000.0,data analyst
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,software developer
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,senior data scientist
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,software engineer
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,front end developer
42.0,Male,Master's,Product Manager,14.0,180000.0,product manager
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,software developer
35.0,Female,Master's,Data Analyst,9.0,120000.0,data analyst
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,software engineer
48.0,Male,PhD,Director of Data Science,18.0,210000.0,director of data science
34.0,Male,Master's,Data Scientist,9.0,140000.0,data scientist
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,software engineer
32.0,Male,Master's,Product Manager,7.0,110000.0,product manager
25.0,Female,Master's,Software Engineer,2.0,60000.0,software engineer
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,software engineer
41.0,Female,PhD,Director of Data Science,16.0,200000.0,director of data science
34.0,Male,Master's,Data Analyst,8.0,100000.0,data analyst
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,software developer
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,senior data scientist
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,software engineer
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,front end developer
42.0,Male,Master's,Product Manager,14.0,180000.0,product manager
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,software developer
35.0,Female,Master's,Data Analyst,9.0,120000.0,data analyst
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,software engineer
48.0,Male,PhD,Director of Data Science,18.0,210000.0,director of data science
34.0,Male,Master's,Data Scientist,9.0,140000.0,data scientist
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,software engineer
32.0,Male,Master's,Product Manager,7.0,110000.0,product manager
25.0,Female,Master's,Software Engineer,2.0,60000.0,software engineer
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,software engineer
41.0,Female,PhD,Director of Data Science,16.0,200000.0,director of data science
34.0,Male,Master's,Data Analyst,8.0,100000.0,data analyst
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,software developer
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,senior data scientist
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,software engineer
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,front end developer
42.0,Male,Master's,Product Manager,14.0,180000.0,product manager
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,software developer
35.0,Female,Master's,Data Analyst,9.0,120000.0,data analyst
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,software engineer
48.0,Male,PhD,Director of Data Science,18.0,210000.0,director of data science
34.0,Male,Master's,Data Scientist,9.0,140000.0,data scientist
30.0,Female,Bachelor's,Software Engineer,4.0,80000.0,software engineer
29.0,Male,Bachelor's,Front End Developer,3.0,70000.0,front end developer
42.0,Male,Master's,Product Manager,14.0,180000.0,product manager
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,software developer
35.0,Female,Master's,Data Analyst,9.0,120000.0,data analyst
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,software engineer
48.0,Male,PhD,Director of Data Science,18.0,210000.0,director of data science
34.0,Male,Master's,Data Scientist,9.0,140000.0,data scientist
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,software engineer
32.0,Male,Master's,Product Manager,7.0,110000.0,product manager
25.0,Female,Master's,Software Engineer,2.0,60000.0,software engineer
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,software engineer
41.0,Female,PhD,Director of Data Science,16.0,200000.0,director of data science
34.0,Male,Master's,Data Analyst,8.0,100000.0,data analyst
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,software developer
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,senior data scientist
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,software engineer
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,front end developer
42.0,Male,Master's,Product Manager,14.0,180000.0,product manager
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,software developer
35.0,Female,Master's,Data Analyst,9.0,120000.0,data analyst
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,software engineer
48.0,Male,PhD,Director of Data Science,18.0,210000.0,director of data science
34.0,Male,Master's,Data Scientist,9.0,140000.0,data scientist
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,software engineer
32.0,Male,Master's,Product Manager,7.0,110000.0,product manager
25.0,Female,Master's,Software Engineer,2.0,60000.0,software engineer
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,software engineer
41.0,Female,PhD,Director of Data Science,16.0,200000.0,director of data science
34.0,Male,Master's,Data Analyst,8.0,100000.0,data analyst
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,software developer
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,senior data scientist
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,software engineer
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,front end developer
42.0,Male,Master's,Product Manager,14.0,180000.0,product manager
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,software developer
35.0,Female,Master's,Data Analyst,9.0,120000.0,data analyst
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,software engineer
48.0,Male,PhD,Director of Data Science,18.0,210000.0,director of data science
34.0,Male,Master's,Data Scientist,9.0,140000.0,data scientist
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,software engineer
32.0,Male,Master's,Product Manager,7.0,110000.0,product manager
25.0,Female,Master's,Software Engineer,2.0,60000.0,software engineer
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,software engineer
41.0,Female,PhD,Director of Data Science,16.0,200000.0,director of data science
34.0,Male,Master's,Data Analyst,8.0,100000.0,data analyst
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,software developer
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,senior data scientist
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,software engineer
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,front end developer
42.0,Male,Master's,Product Manager,14.0,180000.0,product manager
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,software developer
35.0,Female,Master's,Data Analyst,9.0,120000.0,data analyst
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,software engineer
48.0,Male,PhD,Director of Data Science,18.0,210000.0,director of data science
34.0,Male,Master's,Data Scientist,9.0,140000.0,data scientist
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,software engineer
32.0,Male,Master's,Product Manager,7.0,110000.0,product manager
25.0,Female,Master's,Software Engineer,2.0,60000.0,software engineer
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,software engineer
41.0,Female,PhD,Director of Data Science,16.0,200000.0,director of data science
34.0,Male,Master's,Data Analyst,8.0,100000.0,data analyst
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,software developer
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,senior data scientist
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,software engineer
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,front end developer
42.0,Male,Master's,Product Manager,14.0,180000.0,product manager
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,software developer
35.0,Female,Master's,Data Analyst,9.0,120000.0,data analyst
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,software engineer
48.0,Male,PhD,Director of Data Science,18.0,210000.0,director of data science
34.0,Male,Master's,Data Scientist,9.0,140000.0,data scientist
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,software engineer
32.0,Male,Master's,Product Manager,7.0,110000.0,product manager
25.0,Female,Master's,Software Engineer,2.0,60000.0,software engineer
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,software engineer
41.0,Female,PhD,Director of Data Science,16.0,200000.0,director of data science
34.0,Male,Master's,Data Analyst,8.0,100000.0,data analyst
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,software developer
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,senior data scientist
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,software engineer
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,front end developer
42.0,Male,Master's,Product Manager,14.0,180000.0,product manager
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,software developer
35.0,Female,Master's,Data Analyst,9.0,120000.0,data analyst
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,software engineer
48.0,Male,PhD,Director of Data Science,18.0,210000.0,director of data science
34.0,Male,Master's,Data Scientist,9.0,140000.0,data scientist
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,software engineer
32.0,Male,Master's,Product Manager,7.0,110000.0,product manager
25.0,Female,Master's,Software Engineer,2.0,60000.0,software engineer
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,software engineer
41.0,Female,PhD,Director of Data Science,16.0,200000.0,director of data science
34.0,Male,Master's,Data Analyst,8.0,100000.0,data analyst
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,software developer
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,senior data scientist
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,software engineer
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,front end developer
42.0,Male,Master's,Product Manager,14.0,180000.0,product manager
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,software developer
35.0,Female,Master's,Data Analyst,9.0,120000.0,data analyst
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,software engineer
48.0,Male,PhD,Director of Data Science,18.0,210000.0,director of data science
34.0,Male,Master's,Data Scientist,9.0,140000.0,data scientist
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,software engineer
32.0,Male,Master's,Product Manager,7.0,110000.0,product manager
25.0,Female,Master's,Software Engineer,2.0,60000.0,software engineer
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,data analyst
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,software engineer
41.0,Female,PhD,Director of Data Science,16.0,200000.0,director of data science
34.0,Male,Master's,Data Analyst,8.0,100000.0,data analyst
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,software developer
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,senior data scientist
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,software engineer
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,front end developer
42.0,Male,Master's,Product Manager,14.0,180000.0,product manager
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,software developer
35.0,Female,Master's,Data Analyst,9.0,120000.0,data analyst
28.0,Male,Master's,Web Developer,5.0,80000.0,web developer
30.0,Female,Bachelor's,Junior HR Coordinator,4.0,60000.0,junior hr coordinator
25.0,Male,Bachelor's,Junior Web Developer,2.0,50000.0,junior web developer
45.0,Female,Master's,Senior Human Resources Manager,18.0,160000.0,senior human resources manager
33.0,Male,PhD,Director of HR,9.0,120000.0,director of hr
22.0,Female,High School,Junior HR Generalist,0.0,40000.0,junior hr generalist
36.0,Male,Bachelor's,Web Developer,10.0,100000.0,web developer
29.0,Female,Master's,Senior HR Generalist,4.0,75000.0,senior hr generalist
42.0,Male,PhD,Director of HR,16.0,140000.0,director of hr
27.0,Female,Bachelor's,Junior HR Coordinator,2.0,50000.0,junior hr coordinator
38.0,Male,Master's,Senior Human Resources Manager,11.0,110000.0,senior human resources manager
24.0,Female,Bachelor's,Web Developer,1.0,45000.0,web developer
31.0,Male,High School,Junior Web Developer,4.0,55000.0,junior web developer
39.0,Female,PhD,Director of HR,13.0,130000.0,director of hr
26.0,Male,Bachelor's,Junior HR Generalist,2.0,50000.0,junior hr generalist
32.0,Female,Master's,Senior HR Generalist,7.0,80000.0,senior hr generalist
32.0,Male,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
24.0,Female,High School,Junior HR Generalist,1.0,32000.0,junior hr generalist
45.0,Male,PhD,Senior Human Resources Manager,12.0,120000.0,senior human resources manager
29.0,Female,Master's,Web Developer,4.0,65000.0,web developer
38.0,Male,Bachelor's,Senior HR Generalist,8.0,95000.0,senior hr generalist
27.0,Female,Master's,Director of HR,5.0,80000.0,director of hr
31.0,Female,High School,Junior HR Coordinator,3.0,38000.0,junior hr coordinator
42.0,Male,Master's,Web Developer,10.0,110000.0,web developer
26.0,Female,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
36.0,Male,Master's,Senior HR Generalist,7.0,89000.0,senior hr generalist
28.0,Male,High School,Junior HR Generalist,1.0,32000.0,junior hr generalist
33.0,Female,Bachelor's,Web Developer,5.0,70000.0,web developer
46.0,Male,PhD,Director of HR,15.0,150000.0,director of hr
25.0,Female,Bachelor's,Junior Web Developer,1.0,40000.0,junior web developer
37.0,Female,Master's,Senior Human Resources Manager,9.0,105000.0,senior human resources manager
30.0,Male,Master's,Web Developer,4.0,65000.0,web developer
43.0,Female,PhD,Director of HR,14.0,140000.0,director of hr
34.0,Male,Bachelor's,Junior Web Developer,3.0,50000.0,junior web developer
26.0,Female,High School,Junior HR Generalist,2.0,35000.0,junior hr generalist
41.0,Male,Master's,Senior HR Generalist,11.0,115000.0,senior hr generalist
29.0,Female,Master's,Web Developer,5.0,70000.0,web developer
35.0,Male,Bachelor's,Web Developer,6.0,80000.0,web developer
27.0,Female,High School,Junior HR Coordinator,1.0,30000.0,junior hr coordinator
40.0,Male,PhD,Director of HR,13.0,135000.0,director of hr
23.0,Female,Bachelor's,Junior Web Developer,1.0,40000.0,junior web developer
39.0,Male,Master's,Senior HR Generalist,10.0,105000.0,senior hr generalist
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,junior hr generalist
44.0,Female,PhD,Senior Human Resources Manager,12.0,120000.0,senior human resources manager
28.0,Male,Master's,Web Developer,3.0,55000.0,web developer
32.0,Female,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
45.0,Male,Master's,Director of HR,14.0,140000.0,director of hr
26.0,Female,Bachelor's,Web Developer,3.0,55000.0,web developer
38.0,Male,PhD,Senior Human Resources Manager,11.0,115000.0,senior human resources manager
27.0,Female,Master's,Senior HR Generalist,4.0,70000.0,senior hr generalist
33.0,Male,High School,Junior HR Coordinator,3.0,38000.0,junior hr coordinator
42.0,Female,Master's,Director of HR,13.0,135000.0,director of hr
29.0,Male,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
36.0,Female,Master's,Web Developer,7.0,85000.0,web developer
30.0,Male,High School,Junior HR Generalist,1.0,32000.0,junior hr generalist
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,senior human resources manager
34.0,Male,Bachelor's,Web Developer,4.0,65000.0,web developer
25.0,Female,Master's,Junior HR Generalist,1.0,32000.0,junior hr generalist
37.0,Male,PhD,Director of HR,12.0,120000.0,director of hr
24.0,Female,Bachelor's,Junior Web Developer,1.0,40000.0,junior web developer
39.0,Male,Master's,Senior HR Generalist,9.0,95000.0,senior hr generalist
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,junior hr generalist
44.0,Female,PhD,Director of HR,14.0,140000.0,director of hr
28.0,Male,Bachelor's,Web Developer,3.0,55000.0,web developer
32.0,Female,Master's,Senior Human Resources Manager,6.0,80000.0,senior human resources manager
45.0,Male,PhD,Director of HR,13.0,135000.0,director of hr
26.0,Female,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
38.0,Male,Master's,Senior HR Generalist,8.0,95000.0,senior hr generalist
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,junior hr generalist
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,web developer
42.0,Female,Master's,Director of HR,12.0,120000.0,director of hr
29.0,Male,Master's,Senior Human Resources Manager,4.0,70000.0,senior human resources manager
36.0,Female,Master's,Web Developer,7.0,85000.0,web developer
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,junior hr coordinator
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,senior human resources manager
34.0,Male,Bachelor's,Junior Web Developer,3.0,50000.0,junior web developer
25.0,Female,Master's,Junior HR Generalist,1.0,32000.0,junior hr generalist
37.0,Male,PhD,Director of HR,11.0,115000.0,director of hr
24.0,Female,Bachelor's,Web Developer,1.0,40000.0,web developer
39.0,Male,Master's,Senior HR Generalist,10.0,105000.0,senior hr generalist
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,junior hr generalist
44.0,Female,PhD,Director of HR,13.0,135000.0,director of hr
28.0,Male,Bachelor's,Web Developer,4.0,65000.0,web developer
32.0,Female,Master's,Senior Human Resources Manager,6.0,80000.0,senior human resources manager
45.0,Male,PhD,Director of HR,14.0,140000.0,director of hr
26.0,Female,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
38.0,Male,Master's,Senior HR Generalist,8.0,95000.0,senior hr generalist
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,junior hr generalist
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,web developer
42.0,Female,Master's,Director of HR,12.0,120000.0,director of hr
29.0,Male,Master's,Senior Human Resources Manager,4.0,70000.0,senior human resources manager
36.0,Female,Master's,Web Developer,7.0,85000.0,web developer
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,junior hr coordinator
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,senior human resources manager
34.0,Male,Bachelor's,Junior Web Developer,3.0,50000.0,junior web developer
25.0,Female,Master's,Junior HR Generalist,1.0,32000.0,junior hr generalist
37.0,Male,PhD,Director of HR,11.0,115000.0,director of hr
24.0,Female,Bachelor's,Web Developer,1.0,40000.0,web developer
39.0,Male,Master's,Senior HR Generalist,10.0,105000.0,senior hr generalist
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,junior hr generalist
44.0,Female,PhD,Director of HR,13.0,135000.0,director of hr
28.0,Male,Bachelor's,Web Developer,4.0,65000.0,web developer
32.0,Female,Master's,Senior Human Resources Manager,6.0,80000.0,senior human resources manager
45.0,Male,PhD,Director of HR,14.0,140000.0,director of hr
26.0,Female,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
38.0,Male,Master's,Senior HR Generalist,8.0,95000.0,senior hr generalist
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,junior hr generalist
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,web developer
42.0,Female,Master's,Director of HR,12.0,120000.0,director of hr
29.0,Male,Master's,Senior Human Resources Manager,4.0,70000.0,senior human resources manager
36.0,Female,Master's,Web Developer,7.0,85000.0,web developer
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,junior hr coordinator
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,senior human resources manager
34.0,Male,Bachelor's,Junior Web Developer,3.0,50000.0,junior web developer
25.0,Female,Master's,Junior HR Generalist,1.0,32000.0,junior hr generalist
37.0,Male,PhD,Director of HR,11.0,115000.0,director of hr
24.0,Female,Bachelor's,Web Developer,1.0,40000.0,web developer
39.0,Male,Master's,Senior HR Generalist,10.0,105000.0,senior hr generalist
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,junior hr generalist
44.0,Female,PhD,Director of HR,13.0,135000.0,director of hr
28.0,Male,Bachelor's,Web Developer,4.0,65000.0,web developer
32.0,Female,Master's,Senior Human Resources Manager,6.0,80000.0,senior human resources manager
45.0,Male,PhD,Director of HR,14.0,140000.0,director of hr
26.0,Female,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
38.0,Male,Master's,Senior HR Generalist,8.0,95000.0,senior hr generalist
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,junior hr generalist
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,web developer
42.0,Female,Master's,Director of HR,12.0,120000.0,director of hr
29.0,Male,Master's,Senior Human Resources Manager,4.0,70000.0,senior human resources manager
36.0,Female,Master's,Web Developer,7.0,85000.0,web developer
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,junior hr coordinator
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,senior human resources manager
34.0,Male,Bachelor's,Junior Web Developer,3.0,50000.0,junior web developer
25.0,Female,Master's,Junior HR Generalist,1.0,32000.0,junior hr generalist
37.0,Male,PhD,Director of HR,11.0,115000.0,director of hr
32.0,Male,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
24.0,Female,High School,Junior HR Generalist,1.0,32000.0,junior hr generalist
45.0,Male,PhD,Senior Human Resources Manager,12.0,120000.0,senior human resources manager
29.0,Female,Master's,Web Developer,4.0,65000.0,web developer
38.0,Male,Bachelor's,Senior HR Generalist,8.0,95000.0,senior hr generalist
27.0,Female,Master's,Director of HR,5.0,80000.0,director of hr
31.0,Female,High School,Junior HR Coordinator,3.0,38000.0,junior hr coordinator
42.0,Male,Master's,Web Developer,10.0,110000.0,web developer
26.0,Female,Bachelor's,Junior Web Developer,2.0,45000.0,junior web developer
36.0,Male,Master's,Senior HR Generalist,7.0,89000.0,senior hr generalist
28.0,Male,High School,Junior HR Generalist,1.0,32000.0,junior hr generalist
33.0,Female,Bachelor's,Web Developer,5.0,70000.0,web developer
46.0,Male,PhD,Director of HR,15.0,150000.0,director of hr
25.0,Female,Bachelor's,Junior Web Developer,1.0,40000.0,junior web developer
37.0,Female,Master's,Senior Human Resources Manager,9.0,105000.0,senior human resources manager
30.0,Male,Master's,Web Developer,4.0,65000.0,web developer
